Date,Player,Team,Penalty,Minutes
5/21/19,Barclay Goodrow,San Jose Sharks,Tripping,2
5/21/19,Justin Braun,San Jose Sharks,Hooking,2
5/21/19,Pat Maroon,St. Louis Blues,Tripping,2
5/27/19,David Krejci,Boston Bruins,Illegal check to head,2
5/27/19,David Perron,St. Louis Blues,Tripping,2
5/27/19,Joel Edmundson,St. Louis Blues,Hi-sticking,2
5/27/19,Oskar Sundqvist,St. Louis Blues,Cross checking,2
5/27/19,Robert Thomas,St. Louis Blues,Hooking,2
5/27/19,Sammy Blais,St. Louis Blues,Interference,2
5/27/19,Sean Kuraly,Boston Bruins,Tripping,2
5/29/19,Brayden Schenn,St. Louis Blues,Slashing,2
5/29/19,Connor Clifton,Boston Bruins,Interference,2
5/29/19,Connor Clifton,Boston Bruins,Hi stick - double minor,4
5/29/19,Jaden Schwartz,St. Louis Blues,Interference on goalkeeper,2
5/29/19,Joel Edmundson,St. Louis Blues,Tripping,2
5/29/19,Oskar Sundqvist,St. Louis Blues,Boarding,2
5/29/19,Sammy Blais,St. Louis Blues,Interference on goalkeeper,2
6/1/19,,St. Louis Blues,Delay of game - bench,2
6/1/19,Alex Pietrangelo,St. Louis Blues,Slashing,2
6/1/19,Brandon Carlo,Boston Bruins,Interference,2
6/1/19,Charlie McAvoy,Boston Bruins,Slashing,2
6/1/19,Colton Parayko,St. Louis Blues,Hi-sticking,2
6/1/19,Connor Clifton,Boston Bruins,Roughing,2
6/1/19,Connor Clifton,Boston Bruins,Cross checking,2
6/1/19,David Perron,St. Louis Blues,Interference,2
6/1/19,David Perron,St. Louis Blues,Roughing,2
6/1/19,Ivan Barbashev,St. Louis Blues,Unsportsmanlike conduct,2
6/1/19,Jake Debrusk,Boston Bruins,Kneeing,2
6/1/19,Jake Debrusk,Boston Bruins,Delaying Game-Puck over glass,2
6/1/19,Pat Maroon,St. Louis Blues,Unsportsmanlike conduct,2
6/1/19,Zdeno Chara,Boston Bruins,Unsportsmanlike conduct,2
6/1/19,Zdeno Chara,Boston Bruins,Roughing,2
6/3/19,Charlie Coyle,Boston Bruins,Hi-sticking,2
6/3/19,Colton Parayko,St. Louis Blues,Delaying Game-Puck over glass,2
6/3/19,Connor Clifton,Boston Bruins,Illegal check to head,2
6/3/19,Danton Heinen,Boston Bruins,Tripping,2
6/3/19,Jay Bouwmeester,St. Louis Blues,Hi-sticking,2
6/3/19,Jay Bouwmeester,St. Louis Blues,Elbowing,2
6/3/19,Torey Krug,Boston Bruins,Slashing,2
6/6/19,Alexander Steen,St. Louis Blues,Interference,2
6/6/19,Brad Marchand,Boston Bruins,Slashing,2
6/6/19,David Perron,St. Louis Blues,Interference,2
6/6/19,Vince Dunn,St. Louis Blues,Delaying Game-Puck over glass,2
6/9/19,Brad Marchand,Boston Bruins,Tripping,2
6/9/19,Brayden Schenn,St. Louis Blues,Boarding,2
6/9/19,Charlie McAvoy,Boston Bruins,Tripping,2
6/9/19,Connor Clifton,Boston Bruins,Roughing,2
6/9/19,Robert Bortuzzo,St. Louis Blues,Cross checking,2
6/9/19,Robert Bortuzzo,St. Louis Blues,Misconduct (10 min),10
6/9/19,Ryan O'Reilly,St. Louis Blues,Delaying Game-Puck over glass,2
6/9/19,Sammy Blais,St. Louis Blues,Slashing,2
6/9/19,Sammy Blais,St. Louis Blues,Roughing,2
6/9/19,Sean Kuraly,Boston Bruins,Delaying Game-Puck over glass,2
6/9/19,Zdeno Chara,Boston Bruins,Interference,2
6/12/19,Colton Parayko,St. Louis Blues,Delaying Game-Puck over glass,2
